city_id,district_id,name_en,name_si,name_ta,sub_name_en,sub_name_si,sub_name_ta,postcode,latitude,longitude
108,2,Malwanagama,මල්වනගම,மல்வானகம, NULL, NULL, NULL,50236,8.3113518,80.4036508
109,2,Maneruwa,මනේරුව,மானேருவா, NULL, NULL, NULL,50182,7.9021403,80.4799273
110,2,Maradankadawala,මරදන්කඩවල,மரதன்கடவல, NULL, NULL, NULL,50080,8.1168652,80.5605111
111,2,Maradankalla,මරදන්කල්ල,மரதன்கல்ல, NULL, NULL, NULL,50308,8.1168652,80.5605111
112,2,Medawachchiya,මැදවච්චිය,மதவாச்சி, NULL, NULL, NULL,50500,8.5374813,80.4909806
113,2,Megodawewa,මීගොඩවැව,மெகொடவெவ, NULL, NULL, NULL,50334,8.2157061,80.7023799
114,2,Mihintale,මිහින්තලේ,மிஹிந்தலை, NULL, NULL, NULL,50300,8.3534232,80.5049445
115,2,Morakewa,මොරකෑව,மொரகேவா, NULL, NULL, NULL,50349,8.5092277,80.785171
116,2,Mulkiriyawa,මුල්කිරියාව,முல்கிரியாவா, NULL, NULL, NULL,50324,8.3113518,80.4036508
117,2,Muriyakadawala,මුරියකඩවල,முறியகடவல, NULL, NULL, NULL,50344,8.1446453,80.5884156
118,5,Colombo 15,කොළඹ 15,கொழும்பு 15, 'Modara', 'මෝදර', 'முகத்துவாரம்',1500,6.9654765,79.8708395
119,2,Nachchaduwa,නච්චදූව,நாச்சதுவ, NULL, NULL, NULL,50046,8.2554964,80.4827074
120,2,Namalpura,නාමල්පුර,நாமல்புர, NULL, NULL, NULL,50339,8.143962,80.747319
121,2,Negampaha,නෑගම්පහ,நெகம்பஹா, NULL, NULL, NULL,50180,7.9578559,80.5112238
122,2,Nochchiyagama,නොච්චියාගම,நொச்சியாகம, NULL, NULL, NULL,50200,8.2925501,80.2265545
123,2,Nuwaragala,නුවරගල,நுவரகல, NULL, NULL, NULL,51039,7.7926466,81.0036821
124,2,Padavi Maithripura,පදවි මෛත්‍රීපුර,பதவிமைத்ரிபுர, NULL, NULL, NULL,50572,8.3448106,80.3972391
125,2,Padavi Parakramapura,පදවි පරාක්‍රමපුර,பதவிபராக்ரமபுர, NULL, NULL, NULL,50582,8.9034422,80.7757984
126,2,Padavi Sripura,පදවි ශ්‍රීපුර,பதவி சிரபுர, NULL, NULL, NULL,50587,8.919506,80.8087103
127,2,Padavi Sritissapura,පදවි ශ්‍රීතිස්සපුර,பதவி ஸ்ரீதிஸ்ஸபுர, NULL, NULL, NULL,50588,8.3113518,80.4036508
128,2,Padaviya,පදවිය,பதவிய, NULL, NULL, NULL,50570,8.8340998,80.7607389
129,2,Padikaramaduwa,පඩිකරමඩුව,படிகாரமடுவ, NULL, NULL, NULL,50338,8.2358572,80.7473475
130,2,Pahala Halmillewa,පහල හල්මිල්ලෑව,பஹல ஹல்மில்லேவா, NULL, NULL, NULL,50206,8.3046182,80.6179952
131,2,Pahala Maragahawe,පහල මරගහවෙ,பஹல மரகஹவே, NULL, NULL, NULL,50220,8.2428601,80.1531951
132,2,Pahalagama,පහලගම,பஹலகம, NULL, NULL, NULL,50244,8.1858538,80.2823063
133,2,Palugaswewa,පලුගස්වැව,பலுகஸ்வெவ, NULL, NULL, NULL,50144,8.0604407,80.6881718
134,2,Pandukabayapura,පන්ඩුකාබයපුර,பாண்டுகபயபுர, NULL, NULL, NULL,50448,8.3113518,80.4036508
135,2,Pandulagama,පන්ඩුලගම,பந்துலகம, NULL, NULL, NULL,50029,8.327516,80.3611091
136,2,Parakumpura,පරාක්‍රමපුර,பரகும்புரா, NULL, NULL, NULL,50326,8.3113518,80.4036508
137,2,Parangiyawadiya,පරංගියාවාඩිය,பரங்கியவாடியா, NULL, NULL, NULL,50354,8.487985,80.9207737
138,2,Parasangahawewa,පරසන්ගහවැව,பரசங்கஹவெவ, NULL, NULL, NULL,50055,8.3553447,80.3964751
139,2,Pelatiyawa,පැලටියාව,பெலட்டியவா, NULL, NULL, NULL,51033,7.81604,81.0920218
140,2,Pemaduwa,පෙමදූව,பேமதுவ, NULL, NULL, NULL,50020,8.4953668,80.191511
141,2,Perimiyankulama,පෙරිමියන්කුලම,பெரிமியங்குளம, NULL, NULL, NULL,50004,8.3553447,80.3964751
142,2,Pihimbiyagolewa,පිහිඹියගොල්ලෑව,பிஹிம்பியகோலேவா, NULL, NULL, NULL,50512,8.3113518,80.4036508
143,2,Pubbogama,පුබ්බෝගම,புப்போகம, NULL, NULL, NULL,50122,7.9280797,80.5968189
144,2,Punewa,පූනෑව,புனேவா, NULL, NULL, NULL,50506,8.6101671,80.4688061
145,2,Rajanganaya,රාජාංගනය,ராஜநாயகை, NULL, NULL, NULL,50246,8.1657207,80.1964443
146,2,Rambewa,රම්බෑව්,ரம்பேவ, NULL, NULL, NULL,50450,8.4401074,80.5049445
147,2,Rampathwila,රම්පත්විල,ரம்பத்வில, NULL, NULL, NULL,50386,8.4025946,80.6354665
148,2,Rathmalgahawewa,රත්මල්ගහවැව,ரத்மல்கஹவெவ, NULL, NULL, NULL,50514,8.5233992,80.6964905
149,2,Saliyapura,සාලියපුර,சாலியபுர, NULL, NULL, NULL,50008,8.4054262,80.4159603
150,2,Seeppukulama,සීප්පුකුලම,சீப்புக்குளம, NULL, NULL, NULL,50380,8.3816127,80.5890579
151,2,Senapura,සේනාපුර,சேனாபுர, NULL, NULL, NULL,50284,8.0006817,81.1582112
152,2,Sivalakulama,සිවලකුලම,சீவலக்குளம, NULL, NULL, NULL,50068,8.2564361,80.6360478
153,2,Siyambalewa,සියඹලෑව,சியம்பலேவா, NULL, NULL, NULL,50184,8.0166861,80.4270885
154,2,Sravasthipura,ස්‍රාවස්තිපුර,ஸ்ரவஸ்திபுரா, NULL, NULL, NULL,50042,8.2988197,80.3770216
155,2,Talawa,තලාව,தலாவ, NULL, NULL, NULL,50230,8.2365189,80.350773
156,2,Tambuttegama,තඹුත්තේගම,தம்புத்தேகம, NULL, NULL, NULL,50240,8.1540015,80.3045967
157,2,Tammennawa,තම්මැන්නාව,தம்மென்னாவா, NULL, NULL, NULL,50104,8.3500293,80.3963687
158,2,Tantirimale,තන්තිරිමලේ,தந்திரிமலை, NULL, NULL, NULL,50016,8.5722802,80.2572225
159,2,Telhiriyawa,තෙල්හිරියාව,தெல்ஹிரியாவ, NULL, NULL, NULL,50242,8.1431293,80.3141349
160,2,Tirappane,තිරප්පනේ,திரப்பனே, NULL, NULL, NULL,50072,8.2133046,80.5271756
161,2,Tittagonewa,තිත්තගෝනෑව,திட்டகோனேவா, NULL, NULL, NULL,50558,8.6964504,80.771321
162,2,Udunuwara Colony,උඩුනුවර කොළණිය,உடுநுவர காலனி, NULL, NULL, NULL,50207,7.2319726,80.5660657
163,2,Upuldeniya,උපුල්දෙනිය,உபுல்தெனிய, NULL, NULL, NULL,50382,8.3138084,80.6604364
164,2,Uttimaduwa,උට්ටිමඩුව,உத்திமடுவ, NULL, NULL, NULL,50067,8.4245753,80.2583325
165,2,Vellamanal,වෙල්ලමනල්,வெல்லமணல், NULL, NULL, NULL,31053,8.3113518,80.4036508
166,2,Viharapalugama,විහාරපාළුගම,விஹாரபாலுகம, NULL, NULL, NULL,50012,8.3630486,80.4054227
167,2,Wahalkada,වාහල්කඩ,வஹல்கடா, NULL, NULL, NULL,50564,8.7224936,80.8350109
168,2,Wahamalgollewa,වහමල්ගොල්ලෑව,வஹமல்கொல்லேவ, NULL, NULL, NULL,50492,8.4807079,80.5021652
169,2,Walagambahuwa,වලගම්බාහුව,வலகம்பஹுவ, NULL, NULL, NULL,50086,8.1558622,80.4966062
170,2,Walahaviddawewa,වලහාවිද්දෑව,வலஹவித்தவெவ, NULL, NULL, NULL,50516,8.4588719,80.8659969
171,2,Welimuwapotana,වැලිමුවපතාන,வெலிமுவபொதன, NULL, NULL, NULL,50358,8.5592976,80.8350109
172,2,Welioya Project,වැලිඔය ව්‍යාපෘතිය,வெலிஓயா திட்டம், NULL, NULL, NULL,50586,8.9640414,80.7879407
173,3,Akkarasiyaya,අක්කරසියය,அக்கரசியாய, NULL, NULL, NULL,90166,6.9934009,81.0549815
174,3,Aluketiyawa,අලුකෙටියාව,அலுகெட்டியவா, NULL, NULL, NULL,90736,7.3,81.116667
175,3,Aluttaramma,අළුත්තරම,அழுதாரம்மா, NULL, NULL, NULL,90722,6.9934009,81.0549815
176,3,Ambadandegama,අඹදන්ඩෙගම,அம்பதண்டேகம, NULL, NULL, NULL,90108,6.8190052,81.0561458
177,3,Ambagasdowa,අඹගස්දූව,அம்பகஸ்டோவா, NULL, NULL, NULL,90300,6.928071,80.8965758
178,3,Arawa,අරාව,அரவா, NULL, NULL, NULL,90017,7.166667,81.083333
179,3,Arawakumbura,අරාවකුඹුර,அரவகும்புரா, NULL, NULL, NULL,90532,7.0873862,81.1995511
180,3,Arawatta,අරාවත්ත,அரவத்தா, NULL, NULL, NULL,90712,7.3433013,81.0371662
181,3,Atakiriya,අටකිරියාව,அடகிரியா, NULL, NULL, NULL,90542,6.9818952,81.076283
182,3,Badulla,බදුල්ල,பதுளை, NULL, NULL, NULL,90000,6.9934009,81.0549815
183,3,Baduluoya,බදුලුඔය,பதுலுஓயா, NULL, NULL, NULL,90019,7.1248255,81.0302639
184,3,Ballaketuwa,බල්ලකැටුව,பதுலு ஓய, NULL, NULL, NULL,90092,6.8622569,81.1002985
185,3,Bambarapana,බඹරපාන,பம்பரபான, NULL, NULL, NULL,90322,6.9815696,80.9511835
186,3,Bandarawela,බණ්ඩාරවෙල,பண்டாரவளை, NULL, NULL, NULL,90100,6.825878,80.9981576
187,3,Beramada,බෙරමඩ,பெரமடா, NULL, NULL, NULL,90066,6.9212506,79.8477852
188,3,Bibilegama,බිබිලේගම,பிபிலேகம, NULL, NULL, NULL,90502,6.896173,81.1402905
189,3,Boragas,බොරගස්,போரகஸ், NULL, NULL, NULL,90362,6.899901,80.8460822
190,3,Boralanda,බොරලන්ද,பொரலண்டா, NULL, NULL, NULL,90170,6.8279044,80.8945014
191,3,Bowela,බෝවෙල,போவேலா, NULL, NULL, NULL,90302,6.9818952,81.076283
192,3,Central Camp,මධ්‍යම කඳවුර,மத்திய முகாம், NULL, NULL, NULL,32050,6.9934009,81.0549815
193,3,Damanewela,දමනෙවෙල,தமனேவல, NULL, NULL, NULL,32126,6.9934009,81.0549815
194,3,Dambana,දඹාන,தம்பானை, NULL, NULL, NULL,90714,7.4136229,81.1083483
195,3,Dehiattakandiya,දෙහිඅත්තකන්ඩිය,தெகியத்தகண்டிய, NULL, NULL, NULL,32150,7.6712796,81.046484
196,3,Demodara,දෙමෝදර,தெமோதர, NULL, NULL, NULL,90080,6.8992829,81.0581776
197,3,Diganatenna,දිගනතැන්න,திகனதென்ன, NULL, NULL, NULL,90132,6.8558849,80.9652617
198,3,Dikkapitiya,දික්කපිටිය,திக்கபிட்டிய, NULL, NULL, NULL,90214,6.8936862,80.9373623
199,3,Dimbulana,දිඹුලාන,டிம்புலான, NULL, NULL, NULL,90324,7.0152778,80.94
200,3,Divulapelessa,දිවුලපැලැස්ස,திவுலபெலஸ்ஸ, NULL, NULL, NULL,90726,7.5778255,81.0036821
201,3,Diyatalawa,දියතලාව,தியத்தலாவை, NULL, NULL, NULL,90150,6.806951,80.9572021
202,3,Dulgolla,දුල්ගොල්ල,துல்கொல்லா, NULL, NULL, NULL,90104,6.8568541,80.8834367
203,3,Ekiriyankumbura,ඇකිරියන්කුඹුර,எகிரியன்கும்புர, NULL, NULL, NULL,91502,7.2988884,81.2408689
204,3,Ella,ඇල්ල,எல்ல, NULL, NULL, NULL,90090,6.8666988,81.046553
205,3,Ettampitiya,ඇට්ටම්පිටිය,எட்டம்பிட்டிய, NULL, NULL, NULL,90140,6.9364506,80.987798
206,3,Galauda,ගලඋඩ,கல உட, NULL, NULL, NULL,90065,6.9934009,81.0549815
207,3,Galporuyaya,ගල්පොරුයාය,கல்போருயாய, NULL, NULL, NULL,90752,7.4285203,81.0368211
208,3,Gawarawela,ගවරවෙල,கவரவெல, NULL, NULL, NULL,90082,6.9028497,81.0713261
209,3,Girandurukotte,ගිරාඳුරුකෝට්ටෙ,கிரந்துருகோட்டே, NULL, NULL, NULL,90750,7.4629169,81.0174917
210,3,Godunna,ගොඩුන්න,கோடுன்னா, NULL, NULL, NULL,90067,7.0668238,80.974884
211,3,Gurutalawa,ගුරුතලාව,குருத்தலாவை, NULL, NULL, NULL,90208,6.843509,80.9000223
212,3,Haldummulla,හල්දුම්මුල්ල,ஹல்துமுல்ல, NULL, NULL, NULL,90180,6.7689228,80.8926681
213,3,Hali Ela,හාලි ඇල,ஆலி-எலை, NULL, NULL, NULL,90060,6.9555254,81.0314384
214,3,Hangunnawa,හඟුන්නෑව,ஹங்குன்னாவ, NULL, NULL, NULL,90224,6.9495073,80.8723705
215,3,Haputale,හපුතලේ,அப்புத்தளை, NULL, NULL, NULL,90160,6.7654136,80.9525655
216,3,Hebarawa,හබරාව,ஹெபராவா, NULL, NULL, NULL,90724,7.5319777,80.9898701
217,3,Heeloya,හීලොය,ஹீல் ஓய, NULL, NULL, NULL,90112,6.8666988,81.046553
218,3,Helahalpe,හෙලහල්පේ,ஹெலஹல்பே, NULL, NULL, NULL,90122,6.8892883,81.0345068
219,3,Helapupula,හෙලපුපුළ,ஹெலபுபுலா, NULL, NULL, NULL,90094,6.9818952,81.076283
220,3,Hopton,හෝප්ටන්,ஹொப்டன், NULL, NULL, NULL,90524,6.9882322,81.1974846
221,3,Idalgashinna,ඉදල්ගස්ඉන්න,இதல்கஸ்ஹின்ன, NULL, NULL, NULL,96167,6.782969,80.9000331
222,3,Kahataruppa,කහටරුප්ප,கஹடருப்பா, NULL, NULL, NULL,90052,6.9818952,81.076283
223,3,Kalugahakandura,කළුගහකණ්ඳුර,களுகஹகந்துர, NULL, NULL, NULL,90546,7.1226683,81.0947808
224,3,Kalupahana,කළුපහණ,களுபஹன, NULL, NULL, NULL,90186,6.7910055,80.8453771
225,3,Kebillawela,කොබිල්ලවෙල,கெபில்லவெல, NULL, NULL, NULL,90102,6.8349605,80.9932836
226,3,Kendagolla,කන්දෙගොල්ල,கெந்தகொல்ல, NULL, NULL, NULL,90048,6.9927553,81.1084634
227,3,Keselpotha,කෙසෙල්පොත,கெசல்பொத, NULL, NULL, NULL,90738,7.3283407,81.0942132
228,3,Ketawatta,කේතවත්ත,கெட்டவத்த, NULL, NULL, NULL,90016,6.9818952,81.076283
229,3,Kiriwanagama,කිරිවනගම,கிரிவணகம, NULL, NULL, NULL,90184,6.7733517,80.8312138
230,3,Koslanda,කොස්ලන්ද,கொஸ்லாந்தை, NULL, NULL, NULL,90190,6.7431234,81.0178369
231,3,Kuruwitenna,කුරුවිතැන්න,குருவிட்டென்ன, NULL, NULL, NULL,90728,6.9818952,81.076283
